loan_id,path,_per,_from,_to,account_name,annual_inc_verified,employed_f,f_pmt_dt,grade,hm_owner,loan_maturity_date_orig,month,month_group,orig_dt,oterm_f,platform_f,purpose,r_dt,status,term_fico,adj_balance_cpi,age,age_fc,age_pct,apr,c_age_pct,c_credit_age,cpi_inflator_12,cpi_inflator_36,credit_age,days_to_month_end,dti_orig,dti_plus_pti_orig,end_bal,eop_days_past_due,int_rate,loan_age,loan_ever_modified,loan_id,loan_payment_scheduled_amt_orig,note_rate,ofico,opti,orig_bal,pmt_day,rate_incentive_ALL,rel_fico_ratio_ALL,rem_term,term,v_credit_age,v_ofico,v_opti,v_rate_incentive_ALL,v_rel_fico_ratio_ALL,fromC_D1M,fromC_D2M,fromC_D3M,fromC_D4M,fromC_LIQ,fromC_PIF,fromC_stay,fromD1M_C,fromD1M_D2M,fromD1M_D3M,fromD1M_D4M,fromD1M_LIQ,fromD1M_PIF,fromD1M_stay,fromD2M_C,fromD2M_D1M,fromD2M_D3M,fromD2M_D4M,fromD2M_LIQ,fromD2M_PIF,fromD2M_stay,fromD3M_C,fromD3M_D1M,fromD3M_D2M,fromD3M_D4M,fromD3M_LIQ,fromD3M_PIF,fromD3M_stay,_begin_bal,_end_bal,_note_rate,_pi_pmt,_num_pay,_int_pmt,_prin_pmt,_loss
2460047,0,0,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,December,30_Day,12/3/2025,36,Prosper,Debt Consol,2025-12-31,C,36.[650-680),33.9073,0,0,0,0.00918,0,0,0.0268,0.0918,0,28,0.1177,0.1177,10987.8,0,0.1102,0,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,8.3304074e-05,0,0,0,0,0.0081068047,0.99180989,,,,,,,,,,,,,,,,,,,,,,10987.8,10728.874,0.1102,359.83055,1,100.90463,258.92592,0
2460047,0,1,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,January,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-01-31,C,36.[650-680),33.9073,1,0.027777778,0.027777778,0.00918,0.027777778,0,0.0268,0.0918,0,28,0.1177,0.1177,10728.874,0,0.1102,1,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.00066974042,0,0,0,0,0.0091836865,0.99014657,,,,,,,,,,,,,,,,,,,,,,10728.874,10467.57,0.1102,359.83055,1,98.526827,261.30373,0
2460047,0,2,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,February,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-02-28,C,36.[650-680),33.9073,2,0.055555556,0.055555556,0.00918,0.055555556,0,0.0268,0.0918,0,25,0.1177,0.1177,10467.57,0,0.1102,2,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0017520239,0,0,0,0,0.010234281,0.9880137,,,,,,,,,,,,,,,,,,,,,,10467.57,10203.867,0.1102,359.83055,1,96.127188,263.70337,0
2460047,0,3,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,March,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-03-31,C,36.[650-680),33.9073,3,0.083333333,0.083333333,0.00918,0.083333333,0,0.0268,0.0918,0,28,0.1177,0.1177,10203.867,0,0.1102,3,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0023858746,0,0,0,0,0.013136331,0.98447779,,,,,,,,,,,,,,,,,,,,,,10203.867,9937.7419,0.1102,359.83055,1,93.705512,266.12504,0
2460047,0,4,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,April,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-04-30,C,36.[650-680),33.9073,4,0.11111111,0.11111111,0.00918,0.11111111,0,0.0268,0.0918,0,27,0.1177,0.1177,9937.7419,0,0.1102,4,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0026057473,0,0,0,0,0.012842218,0.98455203,,,,,,,,,,,,,,,,,,,,,,9937.7419,9669.173,0.1102,359.83055,1,91.261597,268.56896,0
2460047,0,5,C,PIF,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,May,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-05-31,C,36.[650-680),33.9073,5,0.13888889,0.13888889,0.00918,0.13888889,0,0.0268,0.0918,0,28,0.1177,0.1177,9669.173,0,0.1102,5,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0031921276,0,0,0,0,0.013856971,0.9829509,,,,,,,,,,,,,,,,,,,,,,9669.173,0,0.1102,359.83055,-1,88.795239,9669.173,0
2460047,1,0,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,December,30_Day,12/3/2025,36,Prosper,Debt Consol,2025-12-31,C,36.[650-680),33.9073,0,0,0,0.00918,0,0,0.0268,0.0918,0,28,0.1177,0.1177,10987.8,0,0.1102,0,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,8.3304074e-05,0,0,0,0,0.0081068047,0.99180989,,,,,,,,,,,,,,,,,,,,,,10987.8,10728.874,0.1102,359.83055,1,100.90463,258.92592,0
2460047,1,1,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,January,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-01-31,C,36.[650-680),33.9073,1,0.027777778,0.027777778,0.00918,0.027777778,0,0.0268,0.0918,0,28,0.1177,0.1177,10728.874,0,0.1102,1,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.00066974042,0,0,0,0,0.0091836865,0.99014657,,,,,,,,,,,,,,,,,,,,,,10728.874,10467.57,0.1102,359.83055,1,98.526827,261.30373,0
2460047,1,2,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,February,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-02-28,C,36.[650-680),33.9073,2,0.055555556,0.055555556,0.00918,0.055555556,0,0.0268,0.0918,0,25,0.1177,0.1177,10467.57,0,0.1102,2,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0017520239,0,0,0,0,0.010234281,0.9880137,,,,,,,,,,,,,,,,,,,,,,10467.57,10203.867,0.1102,359.83055,1,96.127188,263.70337,0
2460047,1,3,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,March,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-03-31,C,36.[650-680),33.9073,3,0.083333333,0.083333333,0.00918,0.083333333,0,0.0268,0.0918,0,28,0.1177,0.1177,10203.867,0,0.1102,3,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0023858746,0,0,0,0,0.013136331,0.98447779,,,,,,,,,,,,,,,,,,,,,,10203.867,9937.7419,0.1102,359.83055,1,93.705512,266.12504,0
2460047,1,4,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,April,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-04-30,C,36.[650-680),33.9073,4,0.11111111,0.11111111,0.00918,0.11111111,0,0.0268,0.0918,0,27,0.1177,0.1177,9937.7419,0,0.1102,4,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0026057473,0,0,0,0,0.012842218,0.98455203,,,,,,,,,,,,,,,,,,,,,,9937.7419,9669.173,0.1102,359.83055,1,91.261597,268.56896,0
2460047,1,5,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,May,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-05-31,C,36.[650-680),33.9073,5,0.13888889,0.13888889,0.00918,0.13888889,0,0.0268,0.0918,0,28,0.1177,0.1177,9669.173,0,0.1102,5,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0031921276,0,0,0,0,0.013856971,0.9829509,,,,,,,,,,,,,,,,,,,,,,9669.173,9398.1377,0.1102,359.83055,1,88.795239,271.03531,0
2460047,1,6,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,June,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-06-30,C,36.[650-680),33.9073,6,0.16666667,0.16666667,0.00918,0.16666667,0,0.0268,0.0918,0,27,0.1177,0.1177,9398.1377,0,0.1102,6,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0035508053,0,0,0,0,0.014379068,0.98207013,,,,,,,,,,,,,,,,,,,,,,9398.1377,9124.6133,0.1102,359.83055,1,86.306231,273.52432,0
2460047,1,7,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,July,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-07-31,C,36.[650-680),33.9073,7,0.19444444,0.19444444,0.00918,0.19444444,0,0.0268,0.0918,0,28,0.1177,0.1177,9124.6133,0,0.1102,7,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0041788746,0,0,0,0,0.015410067,0.98041106,,,,,,,,,,,,,,,,,,,,,,9124.6133,8848.5772,0.1102,359.83055,1,83.794366,276.03619,0
2460047,1,8,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,August,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-08-31,C,36.[650-680),33.9073,8,0.22222222,0.22222222,0.00918,0.22222222,0,0.0268,0.0918,0,28,0.1177,0.1177,8848.5772,0,0.1102,8,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0041740388,0,0,0,0,0.016698703,0.97912726,,,,,,,,,,,,,,,,,,,,,,8848.5772,8570.006,0.1102,359.83055,1,81.259434,278.57112,0
2460047,1,9,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,September,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-09-30,C,36.[650-680),33.9073,9,0.25,0.25,0.00918,0.25,0,0.0268,0.0918,0,27,0.1177,0.1177,8570.006,0,0.1102,9,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0048794306,0,0,0,0,0.016219742,0.97890083,,,,,,,,,,,,,,,,,,,,,,8570.006,8288.8767,0.1102,359.83055,1,78.701222,281.12933,0
2460047,1,10,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,October,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-10-31,C,36.[650-680),33.9073,10,0.27777778,0.27777778,0.00918,0.27777778,0,0.0268,0.0918,0,28,0.1177,0.1177,8288.8767,0,0.1102,10,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0053440905,0,0,0,0,0.01781145,0.97684446,,,,,,,,,,,,,,,,,,,,,,8288.8767,8005.1657,0.1102,359.83055,1,76.119518,283.71104,0
2460047,1,11,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,November,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-11-30,C,36.[650-680),33.9073,11,0.30555556,0.30555556,0.00918,0.30555556,0,0.0268,0.0918,0,27,0.1177,0.1177,8005.1657,0,0.1102,11,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0053863401,0,0,0,0,0.016469805,0.97814385,,,,,,,,,,,,,,,,,,,,,,8005.1657,7718.8492,0.1102,359.83055,1,73.514105,286.31645,0
2460047,1,12,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,December,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-12-31,C,36.[650-680),33.9073,12,0.33333333,0.33333333,0.00918,0.33333333,0,0.0268,0.0918,0,28,0.1177,0.1177,7718.8492,0,0.1102,12,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0054557956,0,0,0,0,0.016972019,0.97757219,,,,,,,,,,,,,,,,,,,,,,7718.8492,7429.9034,0.1102,359.83055,1,70.884765,288.94579,0
2460047,1,13,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,January,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-01-31,C,36.[650-680),33.9073,13,0.36111111,0.36111111,0.00918,0.36111111,0,0.0268,0.0918,0,28,0.1177,0.1177,7429.9034,0,0.1102,13,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0048465988,0,0,0,0,0.017941339,0.97721206,,,,,,,,,,,,,,,,,,,,,,7429.9034,7138.3042,0.1102,359.83055,1,68.23128,291.59927,0
2460047,1,14,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,February,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-02-28,C,36.[650-680),33.9073,14,0.38888889,0.38888889,0.00918,0.38888889,0,0.0268,0.0918,0,25,0.1177,0.1177,7138.3042,0,0.1102,14,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0053686158,0,0,0,0,0.01864125,0.97599013,,,,,,,,,,,,,,,,,,,,,,7138.3042,6844.027,0.1102,359.83055,1,65.553427,294.27713,0
2460047,1,15,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,March,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-03-31,C,36.[650-680),33.9073,15,0.41666667,0.41666667,0.00918,0.41666667,0,0.0268,0.0918,0,28,0.1177,0.1177,6844.027,0,0.1102,15,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0054425723,0,0,0,0,0.022331474,0.97222595,,,,,,,,,,,,,,,,,,,,,,6844.027,6547.0475,0.1102,359.83055,1,62.850982,296.97957,0
2460047,1,16,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,April,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-04-30,C,36.[650-680),33.9073,16,0.44444444,0.44444444,0.00918,0.44444444,0,0.0268,0.0918,0,27,0.1177,0.1177,6547.0475,0,0.1102,16,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0047857107,0,0,0,0,0.020567791,0.9746465,,,,,,,,,,,,,,,,,,,,,,6547.0475,6247.3406,0.1102,359.83055,1,60.123719,299.70683,0
2460047,1,17,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,May,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-05-31,C,36.[650-680),33.9073,17,0.47222222,0.47222222,0.00918,0.47222222,0,0.0268,0.0918,0,28,0.1177,0.1177,6247.3406,0,0.1102,17,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0051719587,0,0,0,0,0.02130369,0.97352435,,,,,,,,,,,,,,,,,,,,,,6247.3406,5944.8815,0.1102,359.83055,1,57.371411,302.45914,0
2460047,1,18,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,June,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-06-30,C,36.[650-680),33.9073,18,0.5,0.5,0.00918,0.5,0,0.0268,0.0918,0,27,0.1177,0.1177,5944.8815,0,0.1102,18,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0050973918,0,0,0,0,0.021377067,0.97352554,,,,,,,,,,,,,,,,,,,,,,5944.8815,5639.6448,0.1102,359.83055,1,54.593828,305.23672,0
2460047,1,19,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,July,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-07-31,C,36.[650-680),33.9073,19,0.52777778,0.52777778,0.00918,0.52777778,0,0.0268,0.0918,0,28,0.1177,0.1177,5639.6448,0,0.1102,19,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0056803747,0,0,0,0,0.022711105,0.97160852,,,,,,,,,,,,,,,,,,,,,,5639.6448,5331.605,0.1102,359.83055,1,51.790738,308.03982,0
2460047,1,20,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,August,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-08-31,C,36.[650-680),33.9073,20,0.55555556,0.55555556,0.00918,0.55555556,0,0.0268,0.0918,0,28,0.1177,0.1177,5331.605,0,0.1102,20,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0054800259,0,0,0,0,0.024590937,0.96992904,,,,,,,,,,,,,,,,,,,,,,5331.605,5020.7363,0.1102,359.83055,1,48.961905,310.86865,0
2460047,1,21,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,September,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-09-30,C,36.[650-680),33.9073,21,0.58333333,0.58333333,0.00918,0.58333333,0,0.0268,0.0918,0,27,0.1177,0.1177,5020.7363,0,0.1102,21,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0059868896,0,0,0,0,0.023277942,0.97073517,,,,,,,,,,,,,,,,,,,,,,5020.7363,4707.0128,0.1102,359.83055,1,46.107095,313.72346,0
2460047,1,22,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,October,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-10-31,C,36.[650-680),33.9073,22,0.61111111,0.61111111,0.00918,0.61111111,0,0.0268,0.0918,0,28,0.1177,0.1177,4707.0128,0,0.1102,22,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0061616208,0,0,0,0,0.025287665,0.96855071,,,,,,,,,,,,,,,,,,,,,,4707.0128,4390.4084,0.1102,359.83055,1,43.226068,316.60449,0
2460047,1,23,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,November,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-11-30,C,36.[650-680),33.9073,23,0.63888889,0.63888889,0.00918,0.63888889,0,0.0268,0.0918,0,27,0.1177,0.1177,4390.4084,0,0.1102,23,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0058563471,0,0,0,0,0.023978105,0.97016555,,,,,,,,,,,,,,,,,,,,,,4390.4084,4070.8964,0.1102,359.83055,1,40.318583,319.51197,0
2460047,1,24,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,December,30_Day,12/3/2025,36,Prosper,Debt Consol,2027-12-31,C,36.[650-680),33.9073,24,0.66666667,0.66666667,0.00918,0.66666667,0,0.0268,0.0918,0,28,0.1177,0.1177,4070.8964,0,0.1102,24,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0055824233,0,0,0,0,0.025420988,0.96899659,,,,,,,,,,,,,,,,,,,,,,4070.8964,3748.4502,0.1102,359.83055,1,37.384399,322.44615,0
2460047,1,25,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,January,30_Day,12/3/2025,36,Prosper,Debt Consol,2028-01-31,C,36.[650-680),33.9073,25,0.69444444,0.69444444,0.00918,0.69444444,0,0.0268,0.0918,0,28,0.1177,0.1177,3748.4502,0,0.1102,25,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0048465494,0,0,0,0,0.027339487,0.96781396,,,,,,,,,,,,,,,,,,,,,,3748.4502,3423.043,0.1102,359.83055,1,34.423268,325.40729,0
2460047,1,26,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,February,30_Day,12/3/2025,36,Prosper,Debt Consol,2028-02-29,C,36.[650-680),33.9073,26,0.72222222,0.72222222,0.00918,0.72222222,0,0.0268,0.0918,0,26,0.1177,0.1177,3423.043,0,0.1102,26,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0050040813,0,0,0,0,0.028943223,0.9660527,,,,,,,,,,,,,,,,,,,,,,3423.043,3094.6473,0.1102,359.83055,1,31.434944,328.39561,0
2460047,1,27,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,March,30_Day,12/3/2025,36,Prosper,Debt Consol,2028-03-31,C,36.[650-680),33.9073,27,0.75,0.75,0.00918,0.75,0,0.0268,0.0918,0,28,0.1177,0.1177,3094.6473,0,0.1102,27,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0053814731,0,0,0,0,0.035819617,0.95879891,,,,,,,,,,,,,,,,,,,,,,3094.6473,2763.236,0.1102,359.83055,1,28.419178,331.41138,0
2460047,1,28,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,April,30_Day,12/3/2025,36,Prosper,Debt Consol,2028-04-30,C,36.[650-680),33.9073,28,0.77777778,0.77777778,0.00918,0.77777778,0,0.0268,0.0918,0,27,0.1177,0.1177,2763.236,0,0.1102,28,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.004478163,0,0,0,0,0.034227485,0.96129435,,,,,,,,,,,,,,,,,,,,,,2763.236,2428.7811,0.1102,359.83055,1,25.375717,334.45484,0
2460047,1,29,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,May,30_Day,12/3/2025,36,Prosper,Debt Consol,2028-05-31,C,36.[650-680),33.9073,29,0.80555556,0.80555556,0.00918,0.80555556,0,0.0268,0.0918,0,28,0.1177,0.1177,2428.7811,0,0.1102,29,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0048730274,0,0,0,0,0.036284896,0.95884208,,,,,,,,,,,,,,,,,,,,,,2428.7811,2091.2549,0.1102,359.83055,1,22.304307,337.52625,0
2460047,1,30,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,June,30_Day,12/3/2025,36,Prosper,Debt Consol,2028-06-30,C,36.[650-680),33.9073,30,0.83333333,0.83333333,0.00918,0.83333333,0,0.0268,0.0918,0,27,0.1177,0.1177,2091.2549,0,0.1102,30,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0047469386,0,0,0,0,0.038271571,0.95698149,,,,,,,,,,,,,,,,,,,,,,2091.2549,1750.629,0.1102,359.83055,1,19.204691,340.62586,0
2460047,1,31,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,July,30_Day,12/3/2025,36,Prosper,Debt Consol,2028-07-31,C,36.[650-680),33.9073,31,0.86111111,0.86111111,0.00918,0.86111111,0,0.0268,0.0918,0,28,0.1177,0.1177,1750.629,0,0.1102,31,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0049405443,0,0,0,0,0.042674111,0.95238534,,,,,,,,,,,,,,,,,,,,,,1750.629,1406.8751,0.1102,359.83055,1,16.07661,343.75394,0
2460047,1,32,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,August,30_Day,12/3/2025,36,Prosper,Debt Consol,2028-08-31,C,36.[650-680),33.9073,32,0.88888889,0.88888889,0.00918,0.88888889,0,0.0268,0.0918,0,28,0.1177,0.1177,1406.8751,0,0.1102,32,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0043758687,0,0,0,0,0.048904988,0.94671914,,,,,,,,,,,,,,,,,,,,,,1406.8751,1059.9643,0.1102,359.83055,1,12.919803,346.91075,0
2460047,1,33,C,PIF,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,September,30_Day,12/3/2025,36,Prosper,Debt Consol,2028-09-30,C,36.[650-680),33.9073,33,0.91666667,0.91666667,0.00918,0.91666667,0,0.0268,0.0918,0,27,0.1177,0.1177,1059.9643,0,0.1102,33,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0059261493,0,0,0,0,0.05533592,0.93873793,,,,,,,,,,,,,,,,,,,,,,1059.9643,0,0.1102,359.83055,-1,9.7340057,1059.9643,0
2460047,2,0,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,December,30_Day,12/3/2025,36,Prosper,Debt Consol,2025-12-31,C,36.[650-680),33.9073,0,0,0,0.00918,0,0,0.0268,0.0918,0,28,0.1177,0.1177,10987.8,0,0.1102,0,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,8.3304074e-05,0,0,0,0,0.0081068047,0.99180989,,,,,,,,,,,,,,,,,,,,,,10987.8,10728.874,0.1102,359.83055,1,100.90463,258.92592,0
2460047,2,1,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,January,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-01-31,C,36.[650-680),33.9073,1,0.027777778,0.027777778,0.00918,0.027777778,0,0.0268,0.0918,0,28,0.1177,0.1177,10728.874,0,0.1102,1,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.00066974042,0,0,0,0,0.0091836865,0.99014657,,,,,,,,,,,,,,,,,,,,,,10728.874,10467.57,0.1102,359.83055,1,98.526827,261.30373,0
2460047,2,2,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,February,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-02-28,C,36.[650-680),33.9073,2,0.055555556,0.055555556,0.00918,0.055555556,0,0.0268,0.0918,0,25,0.1177,0.1177,10467.57,0,0.1102,2,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0017520239,0,0,0,0,0.010234281,0.9880137,,,,,,,,,,,,,,,,,,,,,,10467.57,10203.867,0.1102,359.83055,1,96.127188,263.70337,0
2460047,2,3,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,March,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-03-31,C,36.[650-680),33.9073,3,0.083333333,0.083333333,0.00918,0.083333333,0,0.0268,0.0918,0,28,0.1177,0.1177,10203.867,0,0.1102,3,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0023858746,0,0,0,0,0.013136331,0.98447779,,,,,,,,,,,,,,,,,,,,,,10203.867,9937.7419,0.1102,359.83055,1,93.705512,266.12504,0
2460047,2,4,C,C,PAR_2026_1,No,Missing,1/3/2026,PP-B,Missing,12/3/2028,April,30_Day,12/3/2025,36,Prosper,Debt Consol,2026-04-30,C,36.[650-680),33.9073,4,0.11111111,0.11111111,0.00918,0.11111111,0,0.0268,0.0918,0,27,0.1177,0.1177,9937.7419,0,0.1102,4,0,2460047,359.83,0.1102,669,0,10987.8,3,0,0.5905,36,36,0,1,0,1,1,0.0026057473,0,0,0,0,0.012842218,0.98455203,,,,,,,,,,,,,,,,,,,,,,9937.7419,9669.173,0.1102,359.83055,1,91.261597,268.56896,0
